Ref_Date,GEO,Geographical classification,STA,Vector,Coordinate,Value
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Weighted clearance rate (number),v66460764,21.13,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in weighted clearance rate,v66460765,21.14,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent weighted clearance rate (number),v66460766,21.15,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent weighted clearance rate,v66460767,21.16,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent weighted clearance rate (number),v66460768,21.17,..
