Ref_Date,GEO,Geographical classification,STA,Vector,Coordinate,Value
2013,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Youth non-violent crime severity index,v88133386,54.11,..
2014,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Youth non-violent crime severity index,v88133386,54.11,..
2006,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
2007,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
2008,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
2009,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
2010,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
2011,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
2012,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
2013,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
2014,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in youth non-violent crime severity index,v88133387,54.12,..
1998,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
1999,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
2000,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
2001,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
2002,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
2003,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
2004,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
2005,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
2006,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,..
2007,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,..
2008,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,..
2009,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,..
2010,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,..
2011,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,..
2012,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,..
2013,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,..
2014,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Weighted clearance rate (number),v66461160,54.13,0
1998,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
1999,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
2000,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
2001,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
2002,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
2003,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
2004,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
2005,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
2006,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,..
2007,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,..
2008,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,..
2009,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,..
2010,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,..
2011,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,..
2012,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,..
2013,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,..
2014,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in weighted clearance rate,v66461161,54.14,0
1998,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
1999,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
2000,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
2001,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
2002,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
2003,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
2004,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
2005,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
2006,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,..
2007,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,..
2008,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,..
2009,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,..
2010,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,..
2011,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,..
2012,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,..
2013,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,..
2014,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Violent weighted clearance rate (number),v66461162,54.15,0
1998,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
1999,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
2000,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
2001,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
2002,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
2003,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
2004,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
2005,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
2006,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,..
2007,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,..
2008,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,..
2009,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,..
2010,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,..
2011,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,..
2012,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,..
2013,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,..
2014,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in violent weighted clearance rate,v66461163,54.16,0
1998,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
1999,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
2000,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
2001,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
2002,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
2003,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
2004,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
2005,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
2006,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,..
2007,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,..
2008,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,..
2009,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,..
2010,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,..
2011,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,..
2012,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,..
2013,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,..
2014,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Non-violent weighted clearance rate (number),v66461164,54.17,0
1998,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
1999,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
2000,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
2001,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
2002,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
2003,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
2004,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
2005,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
2006,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,..
2007,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,..
2008,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,..
2009,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,..
2010,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,..
2011,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,..
2012,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,..
2013,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,..
2014,"Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural",61773,Percent change in non-violent weighted clearance rate,v66461165,54.18,0
1998,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,0
1999,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,0
2000,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,0
2001,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,0
2002,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,0
2003,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,259.2
2004,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,275.04
2005,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,240.95
2006,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,225.13
2007,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,211.64
2008,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,241.27
2009,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,203.61
2010,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,226.46
2011,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,212.87
2012,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,216.17
2013,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,229.1
2014,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Crime severity index,v66461166,55.1,198.1
1998,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,0
1999,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,0
2000,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,0
2001,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,0
2002,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,0
2003,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,0
2004,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,6.11
2005,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,-12.39
2006,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,-6.57
2007,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,-5.99
2008,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,14
2009,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,-15.61
2010,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,11.22
2011,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,-6
2012,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,1.55
2013,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,5.98
2014,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in crime severity index,v66461167,55.2,-13.53
1998,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,0
1999,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,0
2000,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,0
2001,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,0
2002,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,0
2003,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,252.99
2004,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,257.68
2005,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,180.27
2006,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,180.97
2007,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,189.18
2008,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,209.51
2009,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,163.8
2010,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,195.36
2011,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,165.45
2012,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,184.22
2013,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,179.47
2014,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Violent crime severity index,v66461168,55.3,140.34
1998,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,0
1999,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,0
2000,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,0
2001,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,0
2002,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,0
2003,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,0
2004,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,1.85
2005,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,-30.04
2006,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,0.39
2007,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,4.54
2008,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,10.75
2009,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,-21.82
2010,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,19.27
2011,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,-15.31
2012,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,11.34
2013,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,-2.58
2014,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in violent crime severity index,v66461169,55.4,-21.8
1998,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,0
1999,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,0
2000,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,0
2001,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,0
2002,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,0
2003,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,261.58
2004,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,281.72
2005,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,264.29
2006,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,242.11
2007,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,220.27
2008,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,253.47
2009,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,218.92
2010,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,238.41
2011,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,229.69
2012,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,227.35
2013,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,246.68
2014,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Non-violent crime severity index,v66461170,55.5,218.71
1998,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,0
1999,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,0
2000,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,0
2001,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,0
2002,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,0
2003,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,0
2004,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,7.7
2005,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,-6.19
2006,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,-8.39
2007,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,-9.02
2008,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,15.07
2009,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,-13.63
2010,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,8.9
2011,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,-3.66
2012,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,-1.02
2013,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,8.5
2014,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Percent change in non-violent crime severity index,v66461171,55.6,-11.34
2006,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Youth crime severity index,v88133388,55.7,0
2007,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Youth crime severity index,v88133388,55.7,0
2008,"Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural",61774,Youth crime severity index,v88133388,55.7,0
